Time_mins,power_kw,
64.85,146.19,
64.89,145.90,
64.93,144.97,
64.98,144.83,
65.02,143.26,
65.06,143.72,
65.11,144.00,
65.15,144.00,
65.19,144.00,
65.24,144.00,
65.28,144.00,
65.32,144.00,
65.37,144.00,
65.41,144.00,
65.45,144.00,
65.50,144.31,
65.54,144.68,
65.58,144.22,
65.63,143.76,
65.67,143.30,
65.72,144.41,
65.76,143.16,
65.80,142.70,
65.85,142.63,
65.89,143.09,
65.93,143.55,
65.98,142.45,
66.02,142.91,
66.06,144.48,
66.11,143.56,
66.15,145.08,
66.19,145.54,
66.24,144.00,
66.28,145.24,
66.32,143.85,
66.37,144.78,
66.41,144.78,
66.45,144.39,
66.50,143.93,
66.54,143.47,
66.58,144.58,
66.63,144.12,
66.67,143.65,
66.71,143.24,
66.76,143.70,
66.80,144.17,
66.84,144.63,
66.89,145.09,
66.93,145.55,
66.97,144.68,
67.02,144.24,
67.06,145.17,
67.10,143.74,
67.15,144.66,
67.19,144.78,
67.23,144.63,
67.28,143.70,
67.32,145.13,
67.36,144.21,
67.41,144.18,
67.45,144.41,
67.49,144.64,
67.54,144.87,
67.58,145.10,
67.62,145.33,
67.67,145.56,
67.71,143.55,
67.75,144.92,
67.80,145.38,
67.84,143.73,
67.88,143.27,
67.93,145.15,
67.97,144.51,
68.01,143.13,
68.06,142.67,
68.10,143.13,
68.14,143.22,
68.19,143.17,
68.23,142.71,
68.27,142.21,
68.32,143.60,
68.36,141.85,
68.40,125.26,
68.45,128.95,
68.49,114.75,
68.53,113.83,
68.58,113.48,
68.62,113.48,
68.66,113.05,
68.71,114.94,
68.75,114.48,
68.79,114.26,
68.84,114.26,
68.88,114.26,
68.92,113.46,
68.97,119.46,
69.01,114.84,
69.06,114.38,
69.10,121.25,
69.14,128.72,
69.19,117.19,
69.23,112.07,
69.27,107.92,
69.32,104.57,
69.36,104.11,
69.40,106.09,
69.45,106.09,
69.49,104.71,
69.53,104.34,
69.58,104.80,
69.62,106.83,
69.66,104.30,
69.71,100.61,
69.75,107.01,
69.79,106.55,
69.84,92.30,
69.88,82.14,
69.92,81.68,
69.97,78.04,
70.01,75.27,
70.05,62.02,
70.10,35.28,
70.14,51.47,
70.18,38.04,
70.23,31.12,
70.27,34.17,
70.31,33.70,
70.36,38.27,
70.40,37.64,
70.44,38.10,
70.49,42.24,
70.53,45.47,
70.57,46.17,
70.62,47.54,
70.66,54.46,
70.70,54.47,
70.75,57.69,
70.79,56.54,
70.83,60.23,
70.88,143.72,
70.92,104.41,
70.96,161.12,
71.01,189.22,
71.05,183.68,
71.09,182.77,
71.14,179.35,
71.18,176.12,
71.22,177.99,
71.27,172.46,
71.31,173.52,
71.35,170.46,
71.40,169.08,
71.44,148.67,
71.48,99.34,
71.53,112.81,
71.57,121.21,
71.61,72.34,
71.66,109.34,
71.70,71.99,
71.74,49.46,
71.79,66.06,
71.83,62.02,
71.87,66.06,
71.92,74.36,
71.96,70.97,
72.00,77.88,
72.05,48.13,
72.09,73.04,
72.13,51.83,
72.18,33.17,
72.22,26.71,
72.26,34.39,
72.31,24.24,
72.35,23.77,
72.40,31.46,
72.44,31.92,
72.48,28.47,
72.53,28.93,
72.57,32.52,
72.61,37.13,
72.66,38.51,
72.70,25.08,
72.74,20.93,
72.79,32.47,
72.83,21.61,
72.87,19.77,
72.92,23.68,
72.96,29.22,
73.00,27.24,
73.05,20.97,
73.09,30.19,
73.13,29.33,
73.18,36.71,
73.22,38.51,
73.26,37.58,
73.31,38.23,
73.35,38.07,
73.39,39.92,
73.44,40.16,
73.48,39.23,
73.52,39.94,
73.57,40.52,
73.61,39.60,
73.65,39.57,
73.70,38.88,
73.74,38.19,
73.78,33.99,
73.83,37.68,
73.87,17.93,
73.91,33.60,
73.96,13.84,
74.00,10.95,
